Y reward cum_regret
1 -1 1
0 -1 1
1 -1 1
1 -1 1
1 -1 1
0 -1 1
0 -1 1
2 -1 1
0 0 0.8888888888888888
1 0 0.8
0 0 0.7272727272727273
0 -1 0.75
0 -1 0.7692307692307693
0 -1 0.7857142857142857
1 -1 0.8
0 0 0.75
0 -1 0.7647058823529411
1 -1 0.7777777777777778
1 -1 0.7894736842105263
2 -1 0.8
0 0 0.7619047619047619
0 0 0.7272727272727273
1 0 0.6956521739130435
1 -1 0.7083333333333334
1 -1 0.72
2 -1 0.7307692307692307
0 -1 0.7407407407407407
1 -1 0.75
2 -1 0.7586206896551724
0 -1 0.7666666666666667
2 -1 0.7741935483870968
0 -1 0.78125
0 -1 0.7878787878787878
1 -1 0.7941176470588235
1 -1 0.8
1 0 0.7777777777777778
1 -1 0.7837837837837838
0 -1 0.7894736842105263
1 -1 0.7948717948717948
1 -1 0.8
0 -1 0.8048780487804879
2 0 0.7857142857142857
2 -1 0.7906976744186046
0 0 0.7727272727272727
0 -1 0.7777777777777778
1 0 0.7608695652173914
1 -1 0.7659574468085106
0 -1 0.7708333333333334
1 0 0.7551020408163265
1 -1 0.76
0 -1 0.7647058823529411
1 0 0.75
1 -1 0.7547169811320755
0 -1 0.7592592592592593
2 0 0.7454545454545455
0 -1 0.75
1 -1 0.7543859649122807
1 0 0.7413793103448276
1 -1 0.7457627118644068
0 -1 0.75
0 -1 0.7540983606557377
1 -1 0.7580645161290323
1 -1 0.7619047619047619
1 -1 0.765625
0 -1 0.7692307692307693
1 -1 0.7727272727272727
1 -1 0.7761194029850746
1 -1 0.7794117647058824
0 -1 0.782608695652174
1 -1 0.7857142857142857
1 -1 0.7887323943661971
2 0 0.7777777777777778
0 -1 0.7808219178082192
0 -1 0.7837837837837838
1 0 0.7733333333333333
0 -1 0.7763157894736842
0 -1 0.7792207792207793
0 -1 0.782051282051282
2 0 0.7721518987341772
1 0 0.7625
1 -1 0.7654320987654321
1 -1 0.7682926829268293
1 0 0.7590361445783133
1 -1 0.7619047619047619
0 -1 0.7647058823529411
1 -1 0.7674418604651163
0 -1 0.7701149425287356
2 0 0.7613636363636364
1 -1 0.7640449438202247
2 0 0.7555555555555555
1 0 0.7472527472527473
0 -1 0.75
2 0 0.7419354838709677
0 -1 0.7446808510638298
1 0 0.7368421052631579
0 -1 0.7395833333333334
0 -1 0.7422680412371134
1 -1 0.7448979591836735
1 0 0.7373737373737373
1 -1 0.74
0 -1 0.7425742574257426
2 -1 0.7450980392156863
1 0 0.7378640776699029
0 0 0.7307692307692307
0 0 0.7238095238095238
1 -1 0.7264150943396226
1 0 0.719626168224299
1 -1 0.7222222222222222
1 0 0.7155963302752294
0 -1 0.7181818181818181
0 0 0.7117117117117117
0 -1 0.7142857142857143
1 -1 0.7168141592920354
1 0 0.7105263157894737
1 -1 0.7130434782608696
2 -1 0.7155172413793104
0 0 0.7094017094017094
0 0 0.7033898305084746
1 0 0.6974789915966386
1 0 0.6916666666666667
1 0 0.6859504132231405
0 0 0.680327868852459
1 -1 0.6829268292682927
0 -1 0.6854838709677419
1 -1 0.688
1 0 0.6825396825396826
1 0 0.6771653543307087
1 -1 0.6796875
2 0 0.6744186046511628
0 0 0.6692307692307692
1 0 0.6641221374045801
1 -1 0.6666666666666666
1 -1 0.6691729323308271
0 -1 0.6716417910447762
0 -1 0.674074074074074
1 -1 0.6764705882352942
1 0 0.6715328467153284
1 0 0.6666666666666666
1 -1 0.6690647482014388
1 -1 0.6714285714285714
0 0 0.6666666666666666
1 0 0.6619718309859155
2 -1 0.6643356643356644
1 -1 0.6666666666666666
0 -1 0.6689655172413793
1 -1 0.6712328767123288
1 0 0.6666666666666666
1 0 0.6621621621621622
1 -1 0.6644295302013423
2 -1 0.6666666666666666
1 0 0.6622516556291391
1 -1 0.6644736842105263
1 -1 0.6666666666666666
0 -1 0.6688311688311688
1 -1 0.6709677419354839
2 0 0.6666666666666666
1 -1 0.6687898089171974
0 -1 0.6708860759493671
0 -1 0.6729559748427673
0 -1 0.675
1 0 0.6708074534161491
0 -1 0.6728395061728395
2 0 0.6687116564417178
1 -1 0.6707317073170732
1 -1 0.6727272727272727
1 -1 0.6746987951807228
1 0 0.6706586826347305
1 -1 0.6726190476190477
1 0 0.6686390532544378
0 -1 0.6705882352941176
0 -1 0.672514619883041
1 0 0.6686046511627907
0 0 0.6647398843930635
1 -1 0.6666666666666666
0 -1 0.6685714285714286
2 -1 0.6704545454545454
1 -1 0.672316384180791
1 0 0.6685393258426966
1 -1 0.6703910614525139
0 0 0.6666666666666666
1 -1 0.6685082872928176
1 0 0.6648351648351648
0 -1 0.6666666666666666
2 0 0.6630434782608695
1 0 0.6594594594594595
0 0 0.6559139784946236
2 -1 0.6577540106951871
0 -1 0.6595744680851063
1 -1 0.6613756613756614
0 -1 0.6631578947368421
1 -1 0.6649214659685864
2 -1 0.6666666666666666
1 -1 0.6683937823834197
2 -1 0.6701030927835051
1 0 0.6666666666666666
0 -1 0.6683673469387755
1 -1 0.6700507614213198
1 -1 0.6717171717171717
0 -1 0.6733668341708543
1 0 0.67
2 -1 0.6716417910447762
1 0 0.6683168316831684
1 -1 0.6699507389162561
1 0 0.6666666666666666
0 -1 0.6682926829268293
0 0 0.6650485436893204
1 -1 0.6666666666666666
0 -1 0.6682692307692307
1 0 0.6650717703349283
0 -1 0.6666666666666666
1 -1 0.6682464454976303
1 0 0.6650943396226415
0 0 0.6619718309859155
1 -1 0.6635514018691588
1 -1 0.6651162790697674
0 0 0.6620370370370371
1 -1 0.663594470046083
1 -1 0.6651376146788991
1 -1 0.6666666666666666
1 -1 0.6681818181818182
2 0 0.665158371040724
1 0 0.6621621621621622
0 -1 0.6636771300448431
1 -1 0.6651785714285714
0 -1 0.6666666666666666
1 -1 0.668141592920354
0 0 0.6651982378854625
1 -1 0.6666666666666666
1 -1 0.6681222707423581
0 -1 0.6695652173913044
1 0 0.6666666666666666
0 -1 0.6681034482758621
1 -1 0.6695278969957081
1 0 0.6666666666666666
1 -1 0.6680851063829787
1 0 0.6652542372881356
1 -1 0.6666666666666666
1 -1 0.6680672268907563
0 0 0.6652719665271967
1 -1 0.6666666666666666
1 -1 0.6680497925311203
1 0 0.6652892561983471
0 -1 0.6666666666666666
1 0 0.6639344262295082
1 -1 0.6653061224489796
1 -1 0.6666666666666666
1 -1 0.6680161943319838
1 -1 0.6693548387096774
1 0 0.6666666666666666
1 -1 0.668
1 -1 0.6693227091633466
0 0 0.6666666666666666
1 0 0.6640316205533597
1 -1 0.6653543307086615
1 -1 0.6666666666666666
1 0 0.6640625
2 -1 0.6653696498054474
2 0 0.6627906976744186
