Y reward cum_regret
1 -1 1
1 -1 1
1 0 0.6666666666666666
0 -1 0.75
1 -1 0.8
2 -1 0.8333333333333334
0 0 0.7142857142857143
0 -1 0.75
1 -1 0.7777777777777778
0 0 0.7
1 -1 0.7272727272727273
0 -1 0.75
2 0 0.6923076923076923
0 0 0.6428571428571429
0 -1 0.6666666666666666
1 0 0.625
1 -1 0.6470588235294118
1 -1 0.6666666666666666
2 0 0.631578947368421
1 0 0.6
0 -1 0.6190476190476191
1 0 0.5909090909090909
1 0 0.5652173913043478
0 -1 0.5833333333333334
0 0 0.56
2 0 0.5384615384615384
0 0 0.5185185185185185
1 -1 0.5357142857142857
1 0 0.5172413793103449
1 0 0.5
0 0 0.4838709677419355
0 -1 0.5
2 -1 0.5151515151515151
1 -1 0.5294117647058824
1 -1 0.5428571428571428
0 0 0.5277777777777778
0 -1 0.5405405405405406
1 -1 0.5526315789473685
0 -1 0.5641025641025641
2 0 0.55
1 -1 0.5609756097560976
2 -1 0.5714285714285714
1 -1 0.5813953488372093
1 -1 0.5909090909090909
2 0 0.5777777777777777
0 -1 0.5869565217391305
2 -1 0.5957446808510638
0 -1 0.6041666666666666
2 -1 0.6122448979591837
0 -1 0.62
1 -1 0.6274509803921569
1 -1 0.6346153846153846
0 -1 0.6415094339622641
2 0 0.6296296296296297
0 0 0.6181818181818182
0 -1 0.625
0 0 0.6140350877192983
1 0 0.603448275862069
1 -1 0.6101694915254238
1 0 0.6
0 0 0.5901639344262295
0 0 0.5806451612903226
1 0 0.5714285714285714
0 0 0.5625
2 0 0.5538461538461539
1 0 0.5454545454545454
2 -1 0.5522388059701493
1 -1 0.5588235294117647
0 -1 0.5652173913043478
0 -1 0.5714285714285714
2 -1 0.5774647887323944
1 -1 0.5833333333333334
1 -1 0.589041095890411
1 0 0.581081081081081
1 -1 0.5866666666666667
1 -1 0.5921052631578947
1 0 0.5844155844155844
1 -1 0.5897435897435898
1 -1 0.5949367088607594
2 -1 0.6
1 -1 0.6049382716049383
0 -1 0.6097560975609756
2 -1 0.6144578313253012
1 0 0.6071428571428571
0 -1 0.611764705882353
0 -1 0.6162790697674418
1 -1 0.6206896551724138
2 -1 0.625
0 -1 0.6292134831460674
1 -1 0.6333333333333333
1 -1 0.6373626373626373
0 -1 0.6413043478260869
0 0 0.6344086021505376
1 -1 0.6382978723404256
2 -1 0.6421052631578947
1 -1 0.6458333333333334
1 0 0.6391752577319587
1 -1 0.6428571428571429
0 -1 0.6464646464646465
0 -1 0.65
1 -1 0.6534653465346535
0 -1 0.6568627450980392
2 -1 0.6601941747572816
1 -1 0.6634615384615384
1 -1 0.6666666666666666
1 -1 0.6698113207547169
0 -1 0.6728971962616822
1 -1 0.6759259259259259
1 -1 0.6788990825688074
1 -1 0.6818181818181818
1 0 0.6756756756756757
1 -1 0.6785714285714286
0 -1 0.6814159292035398
1 -1 0.6842105263157895
2 -1 0.6869565217391305
0 -1 0.6896551724137931
0 0 0.6837606837606838
1 -1 0.6864406779661016
2 -1 0.6890756302521008
1 -1 0.6916666666666667
0 0 0.6859504132231405
0 0 0.680327868852459
1 0 0.6747967479674797
0 0 0.6693548387096774
1 0 0.664
1 -1 0.6666666666666666
1 0 0.6614173228346457
1 -1 0.6640625
0 -1 0.6666666666666666
0 -1 0.6692307692307692
1 -1 0.6717557251908397
1 -1 0.6742424242424242
2 -1 0.6766917293233082
1 0 0.6716417910447762
0 -1 0.674074074074074
1 -1 0.6764705882352942
2 0 0.6715328467153284
0 -1 0.6739130434782609
0 -1 0.6762589928057554
1 0 0.6714285714285714
0 0 0.6666666666666666
2 -1 0.6690140845070423
2 0 0.6643356643356644
1 -1 0.6666666666666666
1 0 0.6620689655172414
1 -1 0.6643835616438356
2 0 0.6598639455782312
1 0 0.6554054054054054
2 -1 0.6577181208053692
1 -1 0.66
2 -1 0.6622516556291391
0 -1 0.6644736842105263
0 -1 0.6666666666666666
0 -1 0.6688311688311688
0 -1 0.6709677419354839
2 0 0.6666666666666666
1 -1 0.6687898089171974
1 -1 0.6708860759493671
0 -1 0.6729559748427673
1 -1 0.675
1 -1 0.6770186335403726
1 0 0.6728395061728395
1 -1 0.6748466257668712
1 0 0.6707317073170732
0 -1 0.6727272727272727
1 -1 0.6746987951807228
1 0 0.6706586826347305
1 -1 0.6726190476190477
1 -1 0.6745562130177515
1 -1 0.6764705882352942
0 0 0.672514619883041
0 -1 0.6744186046511628
1 0 0.6705202312138728
2 -1 0.6724137931034483
1 -1 0.6742857142857143
0 0 0.6704545454545454
1 0 0.6666666666666666
1 -1 0.6685393258426966
1 0 0.664804469273743
1 -1 0.6666666666666666
1 -1 0.6685082872928176
0 0 0.6648351648351648
0 0 0.6612021857923497
1 -1 0.6630434782608695
2 -1 0.6648648648648648
1 -1 0.6666666666666666
0 -1 0.6684491978609626
1 0 0.6648936170212766
1 -1 0.6666666666666666
1 -1 0.6684210526315789
1 -1 0.6701570680628273
0 -1 0.671875
1 -1 0.6735751295336787
1 -1 0.6752577319587629
1 -1 0.676923076923077
1 0 0.673469387755102
1 -1 0.6751269035532995
1 -1 0.6767676767676768
1 0 0.6733668341708543
1 -1 0.675
1 0 0.6716417910447762
1 -1 0.6732673267326733
0 -1 0.6748768472906403
1 0 0.6715686274509803
1 -1 0.6731707317073171
1 -1 0.6747572815533981
0 -1 0.6763285024154589
1 -1 0.6778846153846154
0 -1 0.6794258373205742
0 -1 0.680952380952381
2 -1 0.6824644549763034
1 -1 0.6839622641509434
0 -1 0.6854460093896714
1 -1 0.6869158878504673
0 -1 0.6883720930232559
2 0 0.6851851851851852
0 -1 0.6866359447004609
1 -1 0.6880733944954128
1 -1 0.6894977168949772
0 0 0.6863636363636364
1 -1 0.6877828054298643
0 -1 0.6891891891891891
0 -1 0.6905829596412556
2 -1 0.6919642857142857
1 -1 0.6933333333333334
0 -1 0.6946902654867256
0 -1 0.6960352422907489
1 -1 0.6973684210526315
0 -1 0.6986899563318777
1 -1 0.7
